INDEX	TRACK ID	LAP ID	VALID	UTC DATE	UTC TIME	LOCAL DATE	LOCAL TIME	MS	LATITUDE	N/S	LONGITUDE	E/W	ALTITUDE	SPEED	HEADING	G-X	G-Y	G-Z
12	1	0	FIXED	2013/6/19	18:16:2	2013/6/19	13:16:2	400	43.362724	N	71.459364	W	83.205032	1.858674	173.783607	0.000000	0.000000	0.000000
13	1	0	FIXED	2013/6/19	18:16:2	2013/6/19	13:16:2	500	43.362719	N	71.459363	W	83.106735	1.763077	163.228371	0.000000	0.000000	0.000000
14	1	0	FIXED	2013/6/19	18:16:2	2013/6/19	13:16:2	600	43.362711	N	71.459360	W	82.999367	1.659959	167.811044	0.000000	0.000000	0.000000
15	1	0	FIXED	2013/6/19	18:16:2	2013/6/19	13:16:2	700	43.362704	N	71.459358	W	82.927536	1.609796	166.209647	0.000000	0.000000	0.000000
16	1	0	FIXED	2013/6/19	18:16:2	2013/6/19	13:16:2	800	43.362698	N	71.459356	W	82.837257	1.596228	259.010773	0.000000	0.000000	0.000000
17	1	0	FIXED	2013/6/19	18:16:2	2013/6/19	13:16:2	900	43.362697	N	71.459362	W	82.195877	1.614328	260.839411	0.000000	0.000000	0.000000
18	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	0	43.362697	N	71.459368	W	81.603745	1.737375	269.859572	0.000000	0.000000	0.000000
19	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	100	43.362697	N	71.459374	W	81.031357	1.835053	291.141585	0.000000	0.000000	0.000000
20	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	200	43.362699	N	71.459384	W	80.056999	1.823280	289.138951	0.000000	0.000000	0.000000
21	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	300	43.362702	N	71.459393	W	79.089302	1.846139	303.996921	0.000000	0.000000	0.000000
22	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	400	43.362708	N	71.459406	W	78.293900	1.773595	303.638185	0.000000	0.000000	0.000000
23	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	500	43.362714	N	71.459417	W	77.457634	1.766418	306.858434	0.000000	0.000000	0.000000
24	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	600	43.362720	N	71.459428	W	76.911301	1.775366	300.698545	0.000000	0.000000	0.000000
25	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	700	43.362725	N	71.459441	W	76.318794	1.801320	264.140678	0.000000	0.000000	0.000000
26	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	800	43.362724	N	71.459450	W	75.542030	1.762619	215.401509	0.000000	0.000000	0.000000
27	1	0	FIXED	2013/6/19	18:16:3	2013/6/19	13:16:3	900	43.362690	N	71.459484	W	60.746376	1.789810	219.865045	0.000000	0.000000	0.000000
28	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	0	43.362672	N	71.459504	W	52.825619	1.746868	222.838233	0.000000	0.000000	0.000000
29	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	100	43.362661	N	71.459518	W	47.863907	1.738224	235.493998	0.000000	0.000000	0.000000
30	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	200	43.362655	N	71.459530	W	44.613331	1.716666	232.996602	0.000000	0.000000	0.000000
31	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	300	43.362649	N	71.459542	W	41.419563	1.696434	239.729413	0.000000	0.000000	0.000000
32	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	400	43.362645	N	71.459550	W	39.132824	1.700596	248.824156	0.000000	0.000000	0.000000
33	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	500	43.362644	N	71.459554	W	38.087429	1.674939	253.432543	0.000000	0.000000	0.000000
34	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	600	43.362643	N	71.459557	W	37.230743	1.716787	274.811036	0.000000	0.000000	0.000000
35	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	700	43.362643	N	71.459561	W	36.688831	1.713648	220.141782	0.000000	0.000000	0.000000
36	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	800	43.362640	N	71.459565	W	34.741333	1.772725	226.661357	0.000000	0.000000	0.000000
37	1	0	FIXED	2013/6/19	18:16:4	2013/6/19	13:16:4	900	43.362638	N	71.459568	W	33.223259	1.830091	231.753113	0.000000	0.000000	0.000000
38	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	0	43.362636	N	71.459571	W	31.912241	1.895989	230.866147	0.000000	0.000000	0.000000
39	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	100	43.362635	N	71.459573	W	30.748726	2.009866	236.401414	0.000000	0.000000	0.000000
40	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	200	43.362633	N	71.459576	W	29.728529	2.096389	345.915365	0.000000	0.000000	0.000000
41	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	300	43.362636	N	71.459576	W	29.961222	2.140189	344.492417	0.000000	0.000000	0.000000
42	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	400	43.362638	N	71.459577	W	30.119570	2.178806	223.250363	0.000000	0.000000	0.000000
43	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	500	43.362633	N	71.459583	W	27.605141	2.268911	223.895417	0.000000	0.000000	0.000000
44	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	600	43.362630	N	71.459587	W	25.580879	2.387896	206.883544	0.000000	0.000000	0.000000
45	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	700	43.362593	N	71.459614	W	11.132954	2.444004	321.961647	0.000000	0.000000	0.000000
46	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	800	43.362594	N	71.459615	W	11.107418	2.471698	330.323484	0.000000	0.000000	0.000000
47	1	0	FIXED	2013/6/19	18:16:5	2013/6/19	13:16:5	900	43.362595	N	71.459616	W	11.068442	2.481252	339.248251	0.000000	0.000000	0.000000
48	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	0	43.362596	N	71.459617	W	11.085475	2.504863	318.776904	0.000000	0.000000	0.000000
49	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	100	43.362597	N	71.459617	W	11.083507	2.294394	337.631656	0.000000	0.000000	0.000000
50	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	200	43.362598	N	71.459618	W	11.482069	2.100667	340.224485	0.000000	0.000000	0.000000
51	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	300	43.362600	N	71.459619	W	11.965343	1.937234	347.563815	0.000000	0.000000	0.000000
52	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	400	43.362601	N	71.459619	W	12.325418	1.784020	341.604280	0.000000	0.000000	0.000000
53	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	500	43.362602	N	71.459620	W	12.700217	1.656551	357.709151	0.000000	0.000000	0.000000
54	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	600	43.362604	N	71.459620	W	13.057138	1.564622	358.692558	0.000000	0.000000	0.000000
55	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	700	43.362604	N	71.459620	W	13.260825	1.491246	353.955766	0.000000	0.000000	0.000000
56	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	800	43.362606	N	71.459620	W	13.668496	1.441802	6.633005	0.000000	0.000000	0.000000
57	1	0	FIXED	2013/6/19	18:16:6	2013/6/19	13:16:6	900	43.362607	N	71.459620	W	13.936418	1.439366	2.622169	0.000000	0.000000	0.000000
58	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	0	43.362607	N	71.459620	W	14.121030	1.245709	16.541891	0.000000	0.000000	0.000000
59	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	100	43.362608	N	71.459620	W	14.268105	1.172553	6.752438	0.000000	0.000000	0.000000
60	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	200	43.362609	N	71.459620	W	14.402033	1.043190	10.588570	0.000000	0.000000	0.000000
61	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	300	43.362609	N	71.459619	W	14.541720	0.973178	358.470183	0.000000	0.000000	0.000000
62	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	400	43.362612	N	71.459620	W	15.005588	0.934215	358.650641	0.000000	0.000000	0.000000
63	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	500	43.362614	N	71.459620	W	15.394510	0.901439	3.023137	0.000000	0.000000	0.000000
64	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	600	43.362617	N	71.459619	W	16.339073	0.842673	215.430725	0.000000	0.000000	0.000000
65	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	700	43.362610	N	71.459626	W	13.552679	0.786759	214.050447	0.000000	0.000000	0.000000
66	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	800	43.362604	N	71.459632	W	11.029800	0.752488	215.133053	0.000000	0.000000	0.000000
67	1	0	FIXED	2013/6/19	18:16:7	2013/6/19	13:16:7	900	43.362598	N	71.459638	W	8.689593	0.676112	214.328978	0.000000	0.000000	0.000000
68	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	0	43.362592	N	71.459643	W	6.508658	0.598716	212.737398	0.000000	0.000000	0.000000
69	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	100	43.362586	N	71.459648	W	4.541901	0.587056	233.800954	0.000000	0.000000	0.000000
70	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	200	43.362584	N	71.459653	W	3.639353	0.540838	358.227545	0.000000	0.000000	0.000000
71	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	300	43.362589	N	71.459653	W	5.075526	0.470792	349.676790	0.000000	0.000000	0.000000
72	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	400	43.362594	N	71.459654	W	6.490028	0.418695	350.802203	0.000000	0.000000	0.000000
73	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	500	43.362599	N	71.459655	W	7.817620	0.373012	350.430596	0.000000	0.000000	0.000000
74	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	600	43.362603	N	71.459656	W	9.011919	0.324176	352.977893	0.000000	0.000000	0.000000
75	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	700	43.362609	N	71.459657	W	10.454711	0.284733	351.261908	0.000000	0.000000	0.000000
76	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	800	43.362614	N	71.459658	W	11.819378	0.249197	347.277643	0.000000	0.000000	0.000000
77	1	0	FIXED	2013/6/19	18:16:8	2013/6/19	13:16:8	900	43.362618	N	71.459659	W	12.898329	0.236747	345.259481	0.000000	0.000000	0.000000
78	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	0	43.362622	N	71.459661	W	13.920550	0.211802	338.472432	0.000000	0.000000	0.000000
79	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	100	43.362627	N	71.459664	W	14.940373	0.206480	340.649845	0.000000	0.000000	0.000000
80	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	200	43.362632	N	71.459666	W	16.068359	0.201202	339.420670	0.000000	0.000000	0.000000
81	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	300	43.362637	N	71.459669	W	17.138945	0.200084	337.017024	0.000000	0.000000	0.000000
82	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	400	43.362641	N	71.459671	W	18.130436	0.196730	332.569701	0.000000	0.000000	0.000000
83	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	500	43.362645	N	71.459674	W	18.997156	0.190082	334.757869	0.000000	0.000000	0.000000
84	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	600	43.362649	N	71.459677	W	19.837126	0.247063	329.814402	0.000000	0.000000	0.000000
85	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	700	43.362653	N	71.459680	W	20.668720	0.264853	329.191631	0.000000	0.000000	0.000000
86	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	800	43.362656	N	71.459682	W	21.443396	0.326036	324.853867	0.000000	0.000000	0.000000
87	1	0	FIXED	2013/6/19	18:16:9	2013/6/19	13:16:9	900	43.362660	N	71.459685	W	22.098011	0.408464	326.673370	0.000000	0.000000	0.000000
88	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	0	43.362662	N	71.459688	W	22.786909	0.452120	329.470130	0.000000	0.000000	0.000000
89	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	100	43.362664	N	71.459689	W	23.417101	0.489495	336.699866	0.000000	0.000000	0.000000
90	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	200	43.362667	N	71.459691	W	24.173162	0.510119	336.110166	0.000000	0.000000	0.000000
91	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	300	43.362671	N	71.459693	W	25.036291	0.545935	335.200915	0.000000	0.000000	0.000000
92	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	400	43.362674	N	71.459695	W	25.799904	0.575985	339.184764	0.000000	0.000000	0.000000
93	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	500	43.362677	N	71.459697	W	26.578394	0.568581	333.887435	0.000000	0.000000	0.000000
94	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	600	43.362680	N	71.459699	W	27.275259	0.596218	352.564243	0.000000	0.000000	0.000000
95	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	700	43.362686	N	71.459700	W	28.744900	0.624688	356.670187	0.000000	0.000000	0.000000
96	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	800	43.362691	N	71.459701	W	30.174570	0.689991	339.801223	0.000000	0.000000	0.000000
97	1	0	FIXED	2013/6/19	18:16:10	2013/6/19	13:16:10	900	43.362700	N	71.459705	W	31.637123	0.700985	337.886576	0.000000	0.000000	0.000000
98	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	0	43.362709	N	71.459710	W	32.973721	0.719487	332.888629	0.000000	0.000000	0.000000
99	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	100	43.362718	N	71.459716	W	34.193104	0.832058	338.112533	0.000000	0.000000	0.000000
100	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	200	43.362725	N	71.459720	W	35.262566	0.849861	334.828794	0.000000	0.000000	0.000000
101	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	300	43.362731	N	71.459724	W	36.180428	0.845229	335.376667	0.000000	0.000000	0.000000
102	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	400	43.362737	N	71.459728	W	37.101494	0.777987	337.003944	0.000000	0.000000	0.000000
103	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	500	43.362742	N	71.459731	W	38.008209	0.661953	355.043707	0.000000	0.000000	0.000000
104	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	600	43.362745	N	71.459731	W	38.804535	0.604164	2.572722	0.000000	0.000000	0.000000
105	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	700	43.362748	N	71.459731	W	39.470737	0.570036	0.708274	0.000000	0.000000	0.000000
106	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	800	43.362750	N	71.459731	W	39.822433	0.546130	0.264480	0.000000	0.000000	0.000000
107	1	0	FIXED	2013/6/19	18:16:11	2013/6/19	13:16:11	900	43.362751	N	71.459731	W	40.143810	0.533632	0.137020	0.000000	0.000000	0.000000
108	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	0	43.362754	N	71.459731	W	40.620724	0.508300	0.733507	0.000000	0.000000	0.000000
109	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	100	43.362756	N	71.459731	W	41.077194	0.497641	11.946087	0.000000	0.000000	0.000000
110	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	200	43.362758	N	71.459731	W	41.498066	0.444973	6.787520	0.000000	0.000000	0.000000
111	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	300	43.362759	N	71.459730	W	41.944290	0.441715	358.114812	0.000000	0.000000	0.000000
112	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	400	43.362761	N	71.459730	W	42.474464	0.434483	353.022356	0.000000	0.000000	0.000000
113	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	500	43.362762	N	71.459731	W	43.023964	0.428689	353.466803	0.000000	0.000000	0.000000
114	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	600	43.362764	N	71.459731	W	43.545895	0.422195	353.122251	0.000000	0.000000	0.000000
115	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	700	43.362765	N	71.459731	W	44.058792	0.406937	3.218824	0.000000	0.000000	0.000000
116	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	800	43.362766	N	71.459731	W	44.599323	0.373948	359.601844	0.000000	0.000000	0.000000
117	1	0	FIXED	2013/6/19	18:16:12	2013/6/19	13:16:12	900	43.362768	N	71.459731	W	45.220177	0.334715	358.437755	0.000000	0.000000	0.000000
118	1	0	FIXED	2013/6/19	18:16:13	2013/6/19	13:16:13	0	43.362769	N	71.459731	W	45.818089	0.307896	355.195489	0.000000	0.000000	0.000000
119	1	0	FIXED	2013/6/19	18:16:13	2013/6/19	13:16:13	100	43.362771	N	71.459731	W	46.451145	0.283035	346.348605	0.000000	0.000000	0.000000
120	1	0	FIXED	2013/6/19	18:16:13	2013/6/19	13:16:13	200	43.362772	N	71.459732	W	47.062641	0.264082	354.095821	0.000000	0.000000	0.000000
121	1	0	FIXED	2013/6/19	18:16:13	2013/6/19	13:16:13	300	43.362773	N	71.459732	W	47.761627	0.245004	347.000794	0.000000	0.000000	0.000000
122	1	0	FIXED	2013/6/19	18:16:13	2013/6/19	13:16:13	800	43.362775	N	71.459732	W	48.332874	0.204548	3.314220	0.000000	0.000000	0.000000
123	1	0	FIXED	2013/6/19	18:16:13	2013/6/19	13:16:13	900	43.362776	N	71.459732	W	48.890770	0.171326	5.090181	0.000000	0.000000	0.000000
124	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	0	43.362777	N	71.459732	W	49.415615	0.134940	8.383644	0.000000	0.000000	0.000000
125	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	100	43.362779	N	71.459732	W	49.912140	0.107872	5.982803	0.000000	0.000000	0.000000
126	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	200	43.362780	N	71.459731	W	50.380836	0.092768	3.112497	0.000000	0.000000	0.000000
127	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	300	43.362782	N	71.459731	W	50.807957	0.094154	0.801590	0.000000	0.000000	0.000000
128	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	400	43.362783	N	71.459731	W	51.147011	0.115295	7.060166	0.000000	0.000000	0.000000
129	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	500	43.362785	N	71.459731	W	51.637417	0.101733	9.659005	0.000000	0.000000	0.000000
130	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	600	43.362788	N	71.459730	W	52.094051	0.104238	10.714266	0.000000	0.000000	0.000000
131	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	700	43.362789	N	71.459730	W	52.513401	0.122112	10.757351	0.000000	0.000000	0.000000
132	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	800	43.362792	N	71.459729	W	52.941319	0.155909	6.692509	0.000000	0.000000	0.000000
133	1	0	FIXED	2013/6/19	18:16:14	2013/6/19	13:16:14	900	43.362794	N	71.459729	W	53.364738	0.185926	9.801366	0.000000	0.000000	0.000000
134	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	0	43.362796	N	71.459728	W	53.728073	0.216030	7.648850	0.000000	0.000000	0.000000
135	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	100	43.362798	N	71.459728	W	54.080963	0.248306	317.542294	0.000000	0.000000	0.000000
136	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	200	43.362799	N	71.459729	W	53.867302	0.282308	294.824608	0.000000	0.000000	0.000000
137	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	300	43.362799	N	71.459729	W	53.638672	0.299971	332.743765	0.000000	0.000000	0.000000
138	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	400	43.362799	N	71.459729	W	53.409485	0.309975	17.280364	0.000000	0.000000	0.000000
139	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	500	43.362799	N	71.459729	W	53.253090	0.325491	22.191448	0.000000	0.000000	0.000000
140	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	600	43.362800	N	71.459728	W	53.092426	0.352407	12.375021	0.000000	0.000000	0.000000
141	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	700	43.362800	N	71.459728	W	52.949921	0.377029	344.279712	0.000000	0.000000	0.000000
142	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	800	43.362800	N	71.459728	W	52.781075	0.393462	349.461917	0.000000	0.000000	0.000000
143	1	0	FIXED	2013/6/19	18:16:15	2013/6/19	13:16:15	900	43.362801	N	71.459729	W	52.567062	0.416258	324.199512	0.000000	0.000000	0.000000
144	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	0	43.362801	N	71.459729	W	52.359581	0.437494	311.354882	0.000000	0.000000	0.000000
145	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	100	43.362802	N	71.459731	W	52.203568	0.487598	318.158486	0.000000	0.000000	0.000000
146	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	200	43.362804	N	71.459732	W	52.076427	0.536237	314.729255	0.000000	0.000000	0.000000
147	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	300	43.362805	N	71.459734	W	51.997974	0.564275	311.153218	0.000000	0.000000	0.000000
148	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	400	43.362806	N	71.459736	W	51.909924	0.584148	306.093916	0.000000	0.000000	0.000000
149	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	500	43.362807	N	71.459737	W	51.779018	0.601898	296.064049	0.000000	0.000000	0.000000
150	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	600	43.362807	N	71.459739	W	51.639526	0.615804	295.341910	0.000000	0.000000	0.000000
151	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	700	43.362808	N	71.459741	W	51.527405	0.629779	281.339138	0.000000	0.000000	0.000000
152	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	800	43.362808	N	71.459743	W	51.433041	0.637587	349.712632	0.000000	0.000000	0.000000
153	1	0	FIXED	2013/6/19	18:16:16	2013/6/19	13:16:16	900	43.362810	N	71.459743	W	51.828484	0.668822	345.053481	0.000000	0.000000	0.000000
154	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	0	43.362812	N	71.459744	W	52.216698	0.691533	336.714989	0.000000	0.000000	0.000000
155	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	100	43.362814	N	71.459745	W	52.484074	0.720558	337.198423	0.000000	0.000000	0.000000
156	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	200	43.362816	N	71.459746	W	52.742783	0.750241	323.471798	0.000000	0.000000	0.000000
157	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	300	43.362822	N	71.459752	W	53.064693	0.796661	322.270158	0.000000	0.000000	0.000000
158	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	400	43.362828	N	71.459759	W	53.399868	0.898254	320.477416	0.000000	0.000000	0.000000
159	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	500	43.362836	N	71.459768	W	53.720238	1.045531	320.754811	0.000000	0.000000	0.000000
160	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	600	43.362844	N	71.459776	W	54.013016	1.162513	322.276797	0.000000	0.000000	0.000000
161	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	700	43.362850	N	71.459783	W	54.297329	1.242548	323.810264	0.000000	0.000000	0.000000
162	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	800	43.362856	N	71.459789	W	54.530792	1.340606	323.827727	0.000000	0.000000	0.000000
163	1	0	FIXED	2013/6/19	18:16:17	2013/6/19	13:16:17	900	43.362861	N	71.459794	W	54.764431	1.429159	323.120325	0.000000	0.000000	0.000000
164	1	0	FIXED	2013/6/19	18:16:18	2013/6/19	13:16:18	0	43.362866	N	71.459799	W	54.987015	1.497122	324.476366	0.000000	0.000000	0.000000
165	1	0	FIXED	2013/6/19	18:16:18	2013/6/19	13:16:18	100	43.362871	N	71.459804	W	55.206715	1.526666	324.209034	0.000000	0.000000	0.000000
