INDEX	TRACK ID	LAP ID	VALID	UTC DATE	UTC TIME	LOCAL DATE	LOCAL TIME	MS	LATITUDE	N/S	LONGITUDE	E/W	ALTITUDE	SPEED	HEADING	G-X	G-Y	G-Z
6277	1	4	FIXED	2013/6/19	18:26:30	2013/6/19	13:26:30	500	43.360767	N	71.462759	W	109.031593	66.964775	161.093246	0.417044	0.099781	0.000000
6278	1	4	FIXED	2013/6/19	18:26:30	2013/6/19	13:26:30	600	43.360751	N	71.462751	W	109.019341	66.773056	160.335065	0.250633	0.056906	0.000000
6279	1	4	FIXED	2013/6/19	18:26:30	2013/6/19	13:26:30	700	43.360735	N	71.462743	W	108.990822	66.551262	159.603623	0.241047	0.177037	0.000000
6280	1	4	FIXED	2013/6/19	18:26:30	2013/6/19	13:26:30	800	43.360719	N	71.462735	W	108.986275	65.512169	158.822992	0.254823	0.130275	0.000000
6281	1	4	FIXED	2013/6/19	18:26:30	2013/6/19	13:26:30	900	43.360703	N	71.462726	W	109.009506	65.619164	159.386162	-0.182542	0.106738	0.000000
6282	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	0	43.360687	N	71.462718	W	109.003670	64.752182	158.144366	0.400150	0.137713	0.000000
6283	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	100	43.360672	N	71.462710	W	109.001640	64.616180	157.057511	0.347534	0.086891	0.000000
6284	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	200	43.360657	N	71.462701	W	108.994164	64.115387	156.117402	0.299136	0.143454	0.000000
6285	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	300	43.360642	N	71.462692	W	108.987770	63.585953	154.786217	0.420164	0.099421	0.000000
6286	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	400	43.360628	N	71.462683	W	108.984566	63.378929	153.630112	0.362807	0.057234	0.000000
6287	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	500	43.360614	N	71.462673	W	108.977051	63.155991	151.967230	0.520038	0.020496	0.000000
6288	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	600	43.360600	N	71.462663	W	108.976601	63.180923	152.138727	-0.053556	0.120126	0.000000
6289	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	700	43.360586	N	71.462653	W	109.022377	62.307243	150.471535	0.517073	0.086670	0.000000
6290	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	800	43.360572	N	71.462643	W	109.062103	62.515846	149.204193	0.391000	-0.188084	0.000000
6291	1	4	FIXED	2013/6/19	18:26:31	2013/6/19	13:26:31	900	43.360559	N	71.462631	W	109.081573	63.604733	147.258901	0.606334	0.068688	0.000000
6292	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	0	43.360546	N	71.462620	W	109.126167	61.958172	145.691615	0.486384	0.056728	0.000000
6293	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	100	43.360533	N	71.462608	W	109.153847	63.157211	143.403128	0.707567	-0.101060	0.000000
6294	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	200	43.360520	N	71.462595	W	109.152863	62.571949	142.362862	0.323281	0.117314	0.000000
6295	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	300	43.360508	N	71.462581	W	109.162277	62.308163	140.770654	0.491430	0.008942	0.000000
6296	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	400	43.360496	N	71.462568	W	109.162415	62.460598	139.774755	0.307131	-0.040267	0.000000
6297	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	500	43.360484	N	71.462554	W	109.183998	62.573631	137.697735	0.641798	0.049543	0.000000
6298	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	600	43.360473	N	71.462540	W	109.204887	62.028637	135.329919	0.729079	-0.009619	0.000000
6299	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	700	43.360462	N	71.462525	W	109.214836	62.535160	133.367108	0.604240	-0.034511	0.000000
6300	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	800	43.360451	N	71.462510	W	109.228607	62.199226	131.619186	0.538847	0.129519	0.000000
6301	1	4	FIXED	2013/6/19	18:26:32	2013/6/19	13:26:32	900	43.360441	N	71.462495	W	109.273293	61.562614	129.591246	0.620262	0.117446	0.000000
6302	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	0	43.360432	N	71.462479	W	109.280731	61.292450	126.348768	0.984153	-0.070233	0.000000
6303	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	100	43.360423	N	71.462462	W	109.296394	61.861835	124.263220	0.634743	0.139997	0.000000
6304	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	200	43.360414	N	71.462445	W	109.345230	60.222382	121.914508	0.708585	0.242313	0.000000
6305	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	300	43.360407	N	71.462428	W	109.330376	60.048355	120.212497	0.505921	-0.060957	0.000000
6306	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	400	43.360399	N	71.462410	W	109.326302	60.599728	118.178488	0.606466	0.082622	0.000000
6307	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	500	43.360392	N	71.462393	W	109.377312	59.388966	116.248193	0.572408	0.050053	0.000000
6308	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	600	43.360386	N	71.462374	W	109.378853	60.178223	113.966353	0.674228	-0.110789	0.000000
6309	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	700	43.360380	N	71.462356	W	109.387665	60.076412	110.742755	0.957718	-0.106787	0.000000
6310	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	800	43.360374	N	71.462336	W	109.408585	60.741943	108.401973	0.698871	-0.068386	0.000000
6311	1	4	FIXED	2013/6/19	18:26:33	2013/6/19	13:26:33	900	43.360370	N	71.462317	W	109.387558	60.458454	105.998887	0.719731	-0.160279	0.000000
6312	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	0	43.360365	N	71.462296	W	109.412537	61.767052	102.876834	0.942782	-0.220694	0.000000
6313	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	100	43.360362	N	71.462275	W	109.445206	61.835316	101.775634	0.336427	-0.181871	0.000000
6314	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	200	43.360359	N	71.462254	W	109.431076	63.028378	99.993875	0.549844	-0.279986	0.000000
6315	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	300	43.360356	N	71.462232	W	109.398819	63.751869	98.226519	0.553772	-0.217707	0.000000
6316	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	400	43.360353	N	71.462210	W	109.403687	64.505249	96.319178	0.604580	-0.226383	0.000000
6317	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	500	43.360352	N	71.462188	W	109.416100	65.279251	93.929780	0.766319	-0.295541	0.000000
6318	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	600	43.360351	N	71.462164	W	109.437775	66.479164	92.749898	0.384247	-0.236116	0.000000
6319	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	700	43.360350	N	71.462141	W	109.446846	66.918480	91.203111	0.509976	-0.181566	0.000000
6320	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	800	43.360349	N	71.462117	W	109.444069	67.712555	88.911216	0.762515	-0.241881	0.000000
6321	1	4	FIXED	2013/6/19	18:26:34	2013/6/19	13:26:34	900	43.360350	N	71.462093	W	109.468063	68.518654	87.675929	0.415944	-0.158597	0.000000
6322	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	0	43.360350	N	71.462069	W	109.482719	68.800713	87.111946	0.191432	-0.135162	0.000000
6323	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	100	43.360351	N	71.462045	W	109.477844	69.466354	86.845331	0.091123	-0.184729	0.000000
6324	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	200	43.360352	N	71.462020	W	109.521011	70.103546	87.902064	-0.364550	-0.122747	0.000000
6325	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	300	43.360353	N	71.461996	W	109.522179	70.309311	87.971880	-0.024232	-0.109309	0.000000
6326	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	400	43.360354	N	71.461971	W	109.541367	70.875252	89.224993	-0.437287	-0.067901	0.000000
6327	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	500	43.360354	N	71.461947	W	109.496948	70.754982	88.980537	0.085582	-0.064154	0.000000
6328	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	600	43.360354	N	71.461922	W	109.440620	71.326942	88.414177	0.198906	0.005359	0.000000
6329	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	700	43.360355	N	71.461898	W	109.364105	70.710205	90.110806	-0.595593	0.089630	0.000000
6330	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	800	43.360355	N	71.461874	W	109.338440	70.631813	91.301186	-0.415863	0.040885	0.000000
6331	1	4	FIXED	2013/6/19	18:26:35	2013/6/19	13:26:35	900	43.360354	N	71.461850	W	109.326027	70.391022	93.459060	-0.752033	-0.093553	0.000000
6332	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	0	43.360353	N	71.461825	W	109.319901	71.192368	94.624323	-0.407784	-0.094097	0.000000
6333	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	100	43.360352	N	71.461801	W	109.302559	71.026138	95.681983	-0.371793	0.040633	0.000000
6334	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	200	43.360350	N	71.461777	W	109.361923	70.881233	97.081136	-0.490740	-0.017067	0.000000
6335	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	300	43.360348	N	71.461753	W	109.357872	71.104332	98.677002	-0.560027	-0.144758	0.000000
6336	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	400	43.360345	N	71.461729	W	109.349899	71.848267	99.659280	-0.347080	-0.065913	0.000000
6337	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	500	43.360342	N	71.461705	W	109.317818	71.548721	102.148544	-0.882061	-0.039339	0.000000
6338	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	600	43.360338	N	71.461681	W	109.297478	71.990715	104.318933	-0.769891	-0.150391	0.000000
6339	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	700	43.360334	N	71.461657	W	109.281136	72.507629	106.220960	-0.679241	-0.056535	0.000000
6340	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	800	43.360329	N	71.461633	W	109.284393	72.310287	108.483622	-0.809754	-0.051801	0.000000
6341	1	4	FIXED	2013/6/19	18:26:36	2013/6/19	13:26:36	900	43.360323	N	71.461609	W	109.302750	72.760475	109.471777	-0.354330	-0.116360	0.000000
6342	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	0	43.360317	N	71.461586	W	109.318954	73.110306	111.368352	-0.683728	-0.067838	0.000000
6343	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	100	43.360311	N	71.461563	W	109.359329	73.159554	113.564160	-0.793720	-0.071595	0.000000
6344	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	200	43.360303	N	71.461540	W	109.361412	73.508423	116.009317	-0.886205	-0.073213	0.000000
6345	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	300	43.360295	N	71.461518	W	109.370491	73.542953	117.440943	-0.520328	-0.078817	0.000000
6346	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	400	43.360287	N	71.461496	W	109.426414	74.019028	119.128466	-0.615440	-0.098975	0.000000
6347	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	500	43.360278	N	71.461474	W	109.504379	74.177795	120.848357	-0.629940	-0.039147	0.000000
6348	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	600	43.360269	N	71.461452	W	109.535904	74.228676	123.309068	-0.902410	-0.095359	0.000000
6349	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	700	43.360259	N	71.461431	W	109.546089	74.714256	125.188072	-0.691662	-0.108327	0.000000
6350	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	800	43.360248	N	71.461410	W	109.576019	74.913460	127.294559	-0.778928	-0.089970	0.000000
6351	1	4	FIXED	2013/6/19	18:26:37	2013/6/19	13:26:37	900	43.360237	N	71.461390	W	109.650192	75.248405	128.972210	-0.622620	-0.068911	0.000000
6352	1	4	FIXED	2013/6/19	18:26:38	2013/6/19	13:26:38	0	43.360225	N	71.461370	W	109.709778	75.335663	130.589536	-0.601926	-0.047947	0.000000
6353	1	4	FIXED	2013/6/19	18:26:38	2013/6/19	13:26:38	100	43.360213	N	71.461350	W	109.756378	75.526962	132.705765	-0.788987	-0.011702	0.000000
6354	1	4	FIXED	2013/6/19	18:26:38	2013/6/19	13:26:38	200	43.360200	N	71.461332	W	109.796616	75.315399	133.784474	-0.402185	0.007030	0.000000
6355	1	4	FIXED	2013/6/19	18:26:38	2013/6/19	13:26:38	300	43.360187	N	71.461313	W	109.822624	75.450592	134.405736	-0.231523	0.129043	0.000000
